42.06596,-84.2378, Point 456
42.06595,-84.23778, Point 459
42.06595,-84.23776, Point 460
42.06594,-84.23774, Point 461
42.06593,-84.23772, Point 462
42.06592,-84.23772, Point 463
42.06591,-84.23772, Point 464
42.06589,-84.23772, Point 465
42.06588,-84.23773, Point 466
42.06588,-84.23774, Point 467
42.06588,-84.23776, Point 468
42.06588,-84.23779, Point 469
42.06587,-84.23781, Point 471
42.06587,-84.23783, Point 472
42.06587,-84.23785, Point 473
42.06587,-84.23787, Point 474
42.06586,-84.23789, Point 475
42.06586,-84.23791, Point 476
42.06586,-84.23793, Point 477
42.06585,-84.23795, Point 478
42.06585,-84.23797, Point 479
42.06584,-84.23799, Point 480
42.06585,-84.238, Point 481
42.06584,-84.23803, Point 483
42.06583,-84.23805, Point 484
42.06583,-84.23807, Point 486
42.06582,-84.2381, Point 487
42.06579,-84.23812, Point 488
42.06579,-84.23814, Point 489
42.06578,-84.23815, Point 490
42.06576,-84.23816, Point 491
42.06574,-84.23818, Point 492
42.06573,-84.23818, Point 493
42.06572,-84.23819, Point 494
42.0657,-84.2382, Point 495
42.06569,-84.2382, Point 496
42.06566,-84.2382, Point 497
42.06564,-84.2382, Point 498
42.06562,-84.23821, Point 499
42.0656,-84.23819, Point 500
42.06559,-84.23819, Point 501
42.06557,-84.23817, Point 502
42.06555,-84.23816, Point 503
42.06554,-84.23814, Point 504
42.06553,-84.23812, Point 505
42.06551,-84.2381, Point 506
42.0655,-84.23808, Point 507
42.0655,-84.23806, Point 508
42.06549,-84.23804, Point 509
42.06548,-84.23803, Point 510
42.06547,-84.23802, Point 511
42.06545,-84.23801, Point 512
42.06544,-84.23799, Point 513
42.06543,-84.23798, Point 514
42.06541,-84.23797, Point 515
42.0654,-84.23796, Point 516
42.06539,-84.23795, Point 517
42.06537,-84.23795, Point 518
42.06536,-84.23794, Point 519
42.06534,-84.23793, Point 520
42.06533,-84.23793, Point 521
42.06532,-84.23792, Point 522
42.0653,-84.23793, Point 523
42.06529,-84.23792, Point 524
42.06527,-84.23792, Point 525
42.06525,-84.23792, Point 526
42.06523,-84.23792, Point 527
42.06521,-84.23791, Point 528
42.06519,-84.23791, Point 529
42.06518,-84.23792, Point 530
42.06516,-84.23792, Point 531
42.06515,-84.23792, Point 532
42.06514,-84.23793, Point 533
42.06512,-84.23793, Point 534
42.06511,-84.23793, Point 535
42.0651,-84.23794, Point 536
42.06508,-84.23795, Point 537
42.06507,-84.23796, Point 538
42.06506,-84.23798, Point 539
42.06503,-84.23798, Point 540
42.06502,-84.23799, Point 548
42.065,-84.238, Point 561
42.06499,-84.23802, Point 562
42.06498,-84.23803, Point 563
42.06497,-84.23804, Point 564
42.06496,-84.23806, Point 565
42.06495,-84.23808, Point 566
42.06495,-84.23811, Point 567
